"BehaviorSpace results (NetLogo 5.0.5)"
"PTM_R.nlogo"
"sire-offspring"
"04/27/2014 11:40:40:533 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","4","0","4"
"[run number]","initial-males","distribution","male-min-resources","distance-trees","x-num-territories","regeneration-time","female-min-resources","age-of-dispersal","stop-ticks","prob-subordinate-win","create-figures","total-trees","table-name1","cost-offspring","initial-females","table-name2","y-num-territories","energy-to-reproduce","export-tables","[step]","length [offspring-sired] of males"
"431","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"432","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"433","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"434","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"435","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"436","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"437","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"438","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"439","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"440","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"441","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"442","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"443","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"444","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"445","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"446","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"447","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"448","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"449","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"450","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"451","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"452","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"453","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"454","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"455","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"456","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"457","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"458","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"459","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"460","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"461","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"462","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"463","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"464","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"465","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"466","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"467","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"468","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"469","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"470","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"471","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"472","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"473","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"474","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"475","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"476","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"477","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"478","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"479","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"480","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"481","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"482","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"483","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"484","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"485","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"486","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"487","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"488","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"489","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"490","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"491","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"492","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"493","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"494","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"495","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"496","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"497","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"498","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"499","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"500","24","2","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"501","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"502","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"503","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"504","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"505","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"506","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"507","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"508","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"509","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"510","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"511","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"512","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"513","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"514","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"515","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"516","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"517","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"518","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"519","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"520","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"521","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"522","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"523","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"524","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"525","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"526","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"527","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"528","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"529","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"530","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"531","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"532","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"533","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"534","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"535","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"536","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"537","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"538","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"539","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"540","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"541","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"542","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"543","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"544","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"545","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"546","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"547","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"548","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"549","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"550","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"551","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"552","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"553","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"554","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"555","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"556","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"557","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"558","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"559","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"560","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"561","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"562","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"563","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"564","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"565","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"566","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"567","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"568","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"569","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"570","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"571","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"572","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"573","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"574","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"575","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"576","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"577","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"578","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"579","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"580","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"581","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"582","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"583","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"584","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"585","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"586","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"587","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"588","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"589","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"590","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"591","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"592","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"593","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"594","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"595","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"596","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"597","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"598","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"599","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"600","24","2","5","0.25","5","10","10","10","1000","0.2","false","500","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"601","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"602","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"603","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"604","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"605","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"606","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"607","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"608","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"609","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"610","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"611","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"612","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"613","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"614","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"615","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"616","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"617","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"618","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"619","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"620","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"621","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"622","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"623","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"624","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"625","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"626","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"627","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"628","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"629","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"630","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"631","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"632","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"633","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"634","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"635","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"636","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"637","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"638","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"639","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"640","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"641","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"642","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"643","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"644","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"645","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"646","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"647","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"648","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"649","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"650","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"651","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"652","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"653","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"654","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
"655","24","3","5","0.25","5","10","10","10","1000","0.2","false","50","""PTM_offspring""","20","25","""""","5","80","false","1000","24"
